Date,Day,Is_Weekend,Is_Holiday,Area_Name,Latitude,Longitude,Time,Traffic_Volume,Avg_Speed_kmph,Traffic_Score,Congestion_Level,Weather,Accident,Road_Work,Event_Name,Event_Impact_Level,Holiday_Traffic_Score,Final_Congestion_Score
20-01-2025,Monday,No,No,Kothrud,18.5074,73.8077,21:00,147,32,58.6,Medium,Fog,Yes,Yes,Local Fair,Low,58.6,58.6
20-01-2025,Monday,No,No,Wakad,18.568,73.912,08:00,167,32,58.6,Medium,Rain,Yes,No,None,None,58.6,58.6
20-01-2025,Monday,No,No,Bavdhan,18.515,73.78,06:00,259,38,58.4,Medium,Clear,No,Yes,Pune Festival,High,58.4,58.4
20-01-2025,Monday,No,No,Viman Nagar,18.5679,73.9143,14:00,221,38,58.4,Medium,Cloudy,Yes,Yes,Pune Festival,High,58.4,58.4
20-01-2025,Monday,No,No,Karve Nagar,18.494,73.82,14:00,105,39,58.2,Medium,Clear,No,Yes,Pune Festival,High,58.2,58.2
20-01-2025,Monday,No,No,Pashan,18.54,73.79,04:00,156,35,58,Medium,Fog,Yes,Yes,Local Fair,Low,58,58
20-01-2025,Monday,No,No,Swargate,18.5018,73.8636,09:00,130,35,58,Medium,Rain,No,Yes,Cricket Match,High,58,58
20-01-2025,Monday,No,No,Viman Nagar,18.5679,73.9143,05:00,315,31,57.8,Medium,Fog,Yes,Yes,Cricket Match,High,57.8,57.8
20-01-2025,Monday,No,No,Kothrud,18.5074,73.8077,03:00,339,32,57.6,Medium,Clear,Yes,Yes,Local Fair,Low,57.6,57.6
20-01-2025,Monday,No,No,Pimpri,18.628,73.7997,12:00,181,37,57.6,Medium,Rain,Yes,Yes,Cricket Match,High,57.6,57.6
20-01-2025,Monday,No,No,Wakad,18.568,73.912,13:00,183,33,57.4,Medium,Cloudy,No,No,Cricket Match,High,57.4,57.4
20-01-2025,Monday,No,No,Aundh,18.5603,73.8074,01:00,330,39,57.2,Medium,Rain,Yes,No,Cricket Match,High,57.2,57.2
20-01-2025,Monday,No,No,Pimpri,18.628,73.7997,06:00,91,39,57.2,Medium,Cloudy,No,Yes,Local Fair,Low,57.2,57.2
20-01-2025,Monday,No,No,Warje,18.485,73.805,14:00,184,39,57.2,Medium,Cloudy,No,No,Pune Festival,High,57.2,57.2
20-01-2025,Monday,No,No,Hinjewadi,18.5933,73.7388,08:00,315,35,57,Medium,Fog,Yes,Yes,College Fest,Medium,57,57
20-01-2025,Monday,No,No,Nigdi,18.65,73.77,03:00,112,40,57,Medium,Fog,Yes,No,Local Fair,Low,57,57
20-01-2025,Monday,No,No,Pashan,18.54,73.79,22:00,96,36,56.8,Medium,Rain,Yes,Yes,College Fest,Medium,56.8,56.8
20-01-2025,Monday,No,No,Wakad,18.568,73.912,03:00,299,36,56.8,Medium,Fog,Yes,Yes,College Fest,Medium,56.8,56.8
20-01-2025,Monday,No,No,Kothrud,18.5074,73.8077,02:00,265,37,56.6,Medium,Fog,No,No,None,None,56.6,56.6
20-01-2025,Monday,No,No,Nigdi,18.65,73.77,04:00,324,32,56.6,Medium,Cloudy,Yes,No,Pune Festival,High,56.6,56.6
20-01-2025,Monday,No,No,Nigdi,18.65,73.77,06:00,159,37,56.6,Medium,Clear,Yes,Yes,College Fest,Medium,56.6,56.6
20-01-2025,Monday,No,No,Baner,18.559,73.7868,11:00,245,38,56.4,Medium,Cloudy,No,No,Local Fair,Low,56.4,56.4
20-01-2025,Monday,No,No,Swargate,18.5018,73.8636,00:00,217,38,56.4,Medium,Fog,No,No,None,None,56.4,56.4
20-01-2025,Monday,No,No,Bavdhan,18.515,73.78,19:00,206,34,56.2,Medium,Fog,No,No,Cricket Match,High,56.2,56.2
20-01-2025,Monday,No,No,Pimpri,18.628,73.7997,13:00,337,39,56.2,Medium,Clear,No,No,Pune Festival,High,56.2,56.2
20-01-2025,Monday,No,No,Viman Nagar,18.5679,73.9143,06:00,117,39,56.2,Medium,Cloudy,No,Yes,College Fest,Medium,56.2,56.2
20-01-2025,Monday,No,No,Nigdi,18.65,73.77,02:00,140,40,56,Medium,Cloudy,No,No,College Fest,Medium,56,56
20-01-2025,Monday,No,No,Nigdi,18.65,73.77,14:00,185,40,56,Medium,Fog,Yes,Yes,College Fest,Medium,56,56
20-01-2025,Monday,No,No,Shivaji Nagar,18.53,73.84,15:00,290,40,56,Medium,Clear,No,No,College Fest,Medium,56,56
20-01-2025,Monday,No,No,Yerwada,18.55,73.89,16:00,144,35,56,Medium,Rain,Yes,No,None,None,56,56
20-01-2025,Monday,No,No,Hinjewadi,18.5933,73.7388,04:00,141,41,55.8,Medium,Cloudy,Yes,Yes,None,None,55.8,55.8
20-01-2025,Monday,No,No,Nigdi,18.65,73.77,23:00,273,37,55.6,Medium,Cloudy,No,Yes,None,None,55.6,55.6
20-01-2025,Monday,No,No,Pashan,18.54,73.79,07:00,132,37,55.6,Medium,Cloudy,Yes,Yes,Local Fair,Low,55.6,55.6
20-01-2025,Monday,No,No,Swargate,18.5018,73.8636,20:00,161,34,55.2,Medium,Cloudy,Yes,No,None,None,55.2,55.2
20-01-2025,Monday,No,No,Kharadi,18.5511,73.9352,01:00,121,35,55,Medium,Cloudy,No,No,Local Fair,Low,55,55
20-01-2025,Monday,No,No,Shivaji Nagar,18.53,73.84,07:00,339,40,55,Medium,Clear,No,Yes,College Fest,Medium,55,55
20-01-2025,Monday,No,No,Baner,18.559,73.7868,19:00,292,36,54.8,Medium,Fog,Yes,Yes,None,None,54.8,54.8
20-01-2025,Monday,No,No,Baner,18.559,73.7868,23:00,274,37,54.6,Medium,Fog,Yes,No,Cricket Match,High,54.6,54.6
20-01-2025,Monday,No,No,Baner,18.559,73.7868,04:00,316,39,54.2,Medium,Clear,No,Yes,Cricket Match,High,54.2,54.2
20-01-2025,Monday,No,No,Kharadi,18.5511,73.9352,08:00,172,39,54.2,Medium,Fog,Yes,No,None,None,54.2,54.2
20-01-2025,Monday,No,No,Wakad,18.568,73.912,07:00,231,39,54.2,Medium,Rain,No,No,Pune Festival,High,54.2,54.2
20-01-2025,Monday,No,No,Warje,18.485,73.805,20:00,159,34,54.2,Medium,Clear,No,Yes,None,None,54.2,54.2
20-01-2025,Monday,No,No,Yerwada,18.55,73.89,21:00,115,34,54.2,Medium,Fog,Yes,No,Pune Festival,High,54.2,54.2
20-01-2025,Monday,No,No,Hadapsar,18.5089,73.926,22:00,160,42,53.6,Medium,Rain,No,Yes,Local Fair,Low,53.6,53.6
20-01-2025,Monday,No,No,Kharadi,18.5511,73.9352,18:00,298,42,53.6,Medium,Fog,No,No,None,None,53.6,53.6
20-01-2025,Monday,No,No,Pashan,18.54,73.79,10:00,274,37,53.6,Medium,Clear,Yes,Yes,Cricket Match,High,53.6,53.6
20-01-2025,Monday,No,No,Pashan,18.54,73.79,15:00,239,37,53.6,Medium,Fog,Yes,No,Pune Festival,High,53.6,53.6
20-01-2025,Monday,No,No,Chinchwad,18.6298,73.7997,11:00,311,43,53.4,Medium,Fog,No,No,Pune Festival,High,53.4,53.4
20-01-2025,Monday,No,No,Pimpri,18.628,73.7997,07:00,253,38,53.4,Medium,Clear,Yes,Yes,College Fest,Medium,53.4,53.4
20-01-2025,Monday,No,No,Viman Nagar,18.5679,73.9143,19:00,174,43,53.4,Medium,Cloudy,Yes,Yes,Local Fair,Low,53.4,53.4
20-01-2025,Monday,No,No,Wakad,18.568,73.912,06:00,183,43,53.4,Medium,Cloudy,No,Yes,Pune Festival,High,53.4,53.4
20-01-2025,Monday,No,No,Aundh,18.5603,73.8074,05:00,144,39,53.2,Medium,Cloudy,Yes,No,College Fest,Medium,53.2,53.2
20-01-2025,Monday,No,No,Pashan,18.54,73.79,14:00,313,39,53.2,Medium,Fog,Yes,Yes,College Fest,Medium,53.2,53.2
20-01-2025,Monday,No,No,Aundh,18.5603,73.8074,22:00,316,35,53,Medium,Cloudy,Yes,Yes,College Fest,Medium,53,53
20-01-2025,Monday,No,No,Baner,18.559,73.7868,03:00,247,35,53,Medium,Cloudy,No,No,Cricket Match,High,53,53
20-01-2025,Monday,No,No,Hadapsar,18.5089,73.926,00:00,216,40,53,Medium,Rain,Yes,Yes,Local Fair,Low,53,53
20-01-2025,Monday,No,No,Pimpri,18.628,73.7997,05:00,107,41,52.8,Medium,Clear,Yes,No,None,None,52.8,52.8
20-01-2025,Monday,No,No,Swargate,18.5018,73.8636,13:00,312,42,52.6,Medium,Fog,Yes,No,Local Fair,Low,52.6,52.6
20-01-2025,Monday,No,No,Bavdhan,18.515,73.78,23:00,243,38,52.4,Medium,Fog,Yes,Yes,Cricket Match,High,52.4,52.4
20-01-2025,Monday,No,No,Nigdi,18.65,73.77,16:00,234,38,52.4,Medium,Clear,Yes,No,College Fest,Medium,52.4,52.4
20-01-2025,Monday,No,No,Aundh,18.5603,73.8074,15:00,165,44,52.2,Medium,Clear,No,Yes,None,None,52.2,52.2
20-01-2025,Monday,No,No,Baner,18.559,73.7868,15:00,217,44,52.2,Medium,Rain,No,Yes,Local Fair,Low,52.2,52.2
20-01-2025,Monday,No,No,Pimpri,18.628,73.7997,11:00,295,44,52.2,Medium,Clear,No,No,College Fest,Medium,52.2,52.2
20-01-2025,Monday,No,No,Hinjewadi,18.5933,73.7388,23:00,347,36,51.8,Medium,Clear,Yes,No,College Fest,Medium,51.8,51.8
20-01-2025,Monday,No,No,Kharadi,18.5511,73.9352,11:00,112,41,51.8,Medium,Cloudy,No,No,Cricket Match,High,51.8,51.8
20-01-2025,Monday,No,No,Aundh,18.5603,73.8074,08:00,84,37,51.6,Medium,Cloudy,No,No,None,None,51.6,51.6
20-01-2025,Monday,No,No,Chinchwad,18.6298,73.7997,15:00,330,37,51.6,Medium,Rain,No,Yes,Cricket Match,High,51.6,51.6
20-01-2025,Monday,No,No,Karve Nagar,18.494,73.82,18:00,159,37,51.6,Medium,Fog,Yes,Yes,None,None,51.6,51.6
20-01-2025,Monday,No,No,Nigdi,18.65,73.77,15:00,193,37,51.6,Medium,Clear,No,No,Pune Festival,High,51.6,51.6
20-01-2025,Monday,No,No,Pimpri,18.628,73.7997,14:00,112,43,51.4,Medium,Fog,Yes,Yes,College Fest,Medium,51.4,51.4
20-01-2025,Monday,No,No,Bavdhan,18.515,73.78,05:00,210,39,51.2,Medium,Cloudy,Yes,Yes,Local Fair,Low,51.2,51.2
20-01-2025,Monday,No,No,Karve Nagar,18.494,73.82,06:00,94,44,51.2,Medium,Clear,No,Yes,Local Fair,Low,51.2,51.2
20-01-2025,Monday,No,No,Nigdi,18.65,73.77,18:00,253,44,51.2,Medium,Rain,No,No,Cricket Match,High,51.2,51.2
20-01-2025,Monday,No,No,Bavdhan,18.515,73.78,04:00,178,45,51,Medium,Fog,Yes,Yes,Local Fair,Low,51,51
20-01-2025,Monday,No,No,Karve Nagar,18.494,73.82,09:00,112,45,51,Medium,Fog,No,No,College Fest,Medium,51,51
20-01-2025,Monday,No,No,Kothrud,18.5074,73.8077,23:00,236,45,51,Medium,Fog,Yes,Yes,Local Fair,Low,51,51
20-01-2025,Monday,No,No,Wakad,18.568,73.912,11:00,335,45,51,Medium,Clear,No,No,None,None,51,51
20-01-2025,Monday,No,No,Bibwewadi,18.47,73.876,13:00,308,41,50.8,Medium,Clear,Yes,Yes,Cricket Match,High,50.8,50.8
20-01-2025,Monday,No,No,Pimpri,18.628,73.7997,09:00,186,41,50.8,Medium,Fog,Yes,No,Local Fair,Low,50.8,50.8
20-01-2025,Monday,No,No,Chinchwad,18.6298,73.7997,22:00,337,37,50.6,Medium,Clear,Yes,No,None,None,50.6,50.6
20-01-2025,Monday,No,No,Pimpri,18.628,73.7997,10:00,251,42,50.6,Medium,Rain,Yes,No,None,None,50.6,50.6
20-01-2025,Monday,No,No,Bavdhan,18.515,73.78,18:00,289,43,50.4,Medium,Rain,No,No,College Fest,Medium,50.4,50.4
20-01-2025,Monday,No,No,Bibwewadi,18.47,73.876,02:00,163,38,50.4,Medium,Clear,Yes,No,Local Fair,Low,50.4,50.4
20-01-2025,Monday,No,No,Bibwewadi,18.47,73.876,10:00,231,38,50.4,Medium,Cloudy,No,No,College Fest,Medium,50.4,50.4
20-01-2025,Monday,No,No,Hadapsar,18.5089,73.926,17:00,338,38,50.4,Medium,Rain,Yes,No,College Fest,Medium,50.4,50.4
20-01-2025,Monday,No,No,Katraj,18.455,73.867,00:00,112,38,50.4,Medium,Fog,Yes,No,Pune Festival,High,50.4,50.4
20-01-2025,Monday,No,No,Shivaji Nagar,18.53,73.84,12:00,195,38,50.4,Medium,Fog,Yes,No,None,None,50.4,50.4
20-01-2025,Monday,No,No,Warje,18.485,73.805,11:00,156,43,50.4,Medium,Fog,No,Yes,Cricket Match,High,50.4,50.4
20-01-2025,Monday,No,No,Yerwada,18.55,73.89,09:00,287,39,50.2,Medium,Clear,No,Yes,Pune Festival,High,50.2,50.2
20-01-2025,Monday,No,No,Chinchwad,18.6298,73.7997,03:00,151,42,49.6,Medium,Fog,No,No,Local Fair,Low,49.6,49.6
20-01-2025,Monday,No,No,Katraj,18.455,73.867,22:00,112,42,49.6,Medium,Rain,No,No,None,None,49.6,49.6
20-01-2025,Monday,No,No,Pimpri,18.628,73.7997,04:00,97,42,49.6,Medium,Cloudy,Yes,Yes,Local Fair,Low,49.6,49.6
20-01-2025,Monday,No,No,Hadapsar,18.5089,73.926,23:00,307,44,49.2,Medium,Rain,No,No,Local Fair,Low,49.2,49.2
20-01-2025,Monday,No,No,Kharadi,18.5511,73.9352,10:00,201,44,49.2,Medium,Fog,No,No,College Fest,Medium,49.2,49.2
20-01-2025,Monday,No,No,Kharadi,18.5511,73.9352,13:00,248,45,49,Medium,Clear,Yes,Yes,Local Fair,Low,49,49
20-01-2025,Monday,No,No,Warje,18.485,73.805,01:00,165,45,49,Medium,Cloudy,Yes,Yes,None,None,49,49
20-01-2025,Monday,No,No,Bibwewadi,18.47,73.876,11:00,325,46,48.8,Medium,Clear,No,Yes,Pune Festival,High,48.8,48.8
20-01-2025,Monday,No,No,Swargate,18.5018,73.8636,02:00,209,41,48.8,Medium,Rain,Yes,No,None,None,48.8,48.8
20-01-2025,Monday,No,No,Baner,18.559,73.7868,21:00,310,42,48.6,Medium,Cloudy,Yes,Yes,Cricket Match,High,48.6,48.6
20-01-2025,Monday,No,No,Karve Nagar,18.494,73.82,12:00,170,42,48.6,Medium,Cloudy,No,Yes,Cricket Match,High,48.6,48.6
20-01-2025,Monday,No,No,Kothrud,18.5074,73.8077,11:00,259,43,48.4,Medium,Cloudy,No,Yes,College Fest,Medium,48.4,48.4
20-01-2025,Monday,No,No,Viman Nagar,18.5679,73.9143,08:00,220,43,48.4,Medium,Fog,No,Yes,Cricket Match,High,48.4,48.4
20-01-2025,Monday,No,No,Yerwada,18.55,73.89,02:00,113,44,48.2,Medium,Cloudy,Yes,No,College Fest,Medium,48.2,48.2
20-01-2025,Monday,No,No,Bibwewadi,18.47,73.876,20:00,185,45,48,Medium,Cloudy,No,No,Pune Festival,High,48,48
20-01-2025,Monday,No,No,Baner,18.559,73.7868,16:00,157,46,47.8,Medium,Cloudy,Yes,Yes,Local Fair,Low,47.8,47.8
20-01-2025,Monday,No,No,Yerwada,18.55,73.89,05:00,322,41,47.8,Medium,Clear,Yes,Yes,Local Fair,Low,47.8,47.8
20-01-2025,Monday,No,No,Bavdhan,18.515,73.78,07:00,127,42,47.6,Medium,Clear,Yes,Yes,None,None,47.6,47.6
20-01-2025,Monday,No,No,Swargate,18.5018,73.8636,21:00,314,42,47.6,Medium,Clear,No,No,Cricket Match,High,47.6,47.6
20-01-2025,Monday,No,No,Bavdhan,18.515,73.78,21:00,182,43,47.4,Medium,Cloudy,No,No,Local Fair,Low,47.4,47.4
20-01-2025,Monday,No,No,Chinchwad,18.6298,73.7997,18:00,107,43,47.4,Medium,Rain,No,No,Local Fair,Low,47.4,47.4
20-01-2025,Monday,No,No,Hadapsar,18.5089,73.926,19:00,146,43,47.4,Medium,Clear,No,Yes,Pune Festival,High,47.4,47.4
20-01-2025,Monday,No,No,Wakad,18.568,73.912,23:00,200,48,47.4,Medium,Rain,Yes,Yes,Cricket Match,High,47.4,47.4
20-01-2025,Monday,No,No,Pimpri,18.628,73.7997,02:00,245,45,47,Medium,Rain,Yes,Yes,None,None,47,47
20-01-2025,Monday,No,No,Shivaji Nagar,18.53,73.84,22:00,322,40,47,Medium,Clear,Yes,Yes,College Fest,Medium,47,47
20-01-2025,Monday,No,No,Swargate,18.5018,73.8636,07:00,282,45,47,Medium,Cloudy,No,Yes,Local Fair,Low,47,47
20-01-2025,Monday,No,No,Kharadi,18.5511,73.9352,02:00,336,41,46.8,Medium,Fog,No,Yes,None,None,46.8,46.8
20-01-2025,Monday,No,No,Yerwada,18.55,73.89,12:00,221,46,46.8,Medium,Cloudy,No,Yes,Cricket Match,High,46.8,46.8
20-01-2025,Monday,No,No,Karve Nagar,18.494,73.82,10:00,329,42,46.6,Medium,Rain,Yes,No,Pune Festival,High,46.6,46.6
20-01-2025,Monday,No,No,Hinjewadi,18.5933,73.7388,22:00,289,43,46.4,Medium,Clear,No,Yes,College Fest,Medium,46.4,46.4
20-01-2025,Monday,No,No,Hadapsar,18.5089,73.926,12:00,221,44,46.2,Medium,Cloudy,No,Yes,Pune Festival,High,46.2,46.2
20-01-2025,Monday,No,No,Kharadi,18.5511,73.9352,23:00,155,41,45.8,Medium,Rain,Yes,Yes,Pune Festival,High,45.8,45.8
20-01-2025,Monday,No,No,Kothrud,18.5074,73.8077,17:00,108,41,45.8,Medium,Fog,No,Yes,College Fest,Medium,45.8,45.8
20-01-2025,Monday,No,No,Karve Nagar,18.494,73.82,01:00,119,47,45.6,Medium,Rain,No,Yes,College Fest,Medium,45.6,45.6
20-01-2025,Monday,No,No,Karve Nagar,18.494,73.82,13:00,124,47,45.6,Medium,Cloudy,Yes,Yes,Cricket Match,High,45.6,45.6
20-01-2025,Monday,No,No,Viman Nagar,18.5679,73.9143,22:00,294,47,45.6,Medium,Clear,No,No,None,None,45.6,45.6
20-01-2025,Monday,No,No,Nigdi,18.65,73.77,20:00,154,43,45.4,Medium,Rain,No,Yes,Pune Festival,High,45.4,45.4
20-01-2025,Monday,No,No,Baner,18.559,73.7868,10:00,84,49,45.2,Medium,Cloudy,No,Yes,Local Fair,Low,45.2,45.2
20-01-2025,Monday,No,No,Bavdhan,18.515,73.78,00:00,118,44,45.2,Medium,Clear,Yes,Yes,Local Fair,Low,45.2,45.2
20-01-2025,Monday,No,No,Pimpri,18.628,73.7997,08:00,122,49,45.2,Medium,Rain,Yes,No,Local Fair,Low,45.2,45.2
20-01-2025,Monday,No,No,Yerwada,18.55,73.89,17:00,316,44,45.2,Medium,Rain,No,No,None,None,45.2,45.2
20-01-2025,Monday,No,No,Yerwada,18.55,73.89,20:00,264,44,45.2,Medium,Fog,No,Yes,Pune Festival,High,45.2,45.2
20-01-2025,Monday,No,No,Bibwewadi,18.47,73.876,01:00,220,50,45,Medium,Rain,Yes,No,None,None,45,45
20-01-2025,Monday,No,No,Bavdhan,18.515,73.78,16:00,105,46,44.8,Medium,Cloudy,No,Yes,Cricket Match,High,44.8,44.8
20-01-2025,Monday,No,No,Pimpri,18.628,73.7997,20:00,259,48,44.4,Medium,Cloudy,Yes,Yes,Cricket Match,High,44.4,44.4
20-01-2025,Monday,No,No,Baner,18.559,73.7868,22:00,135,49,44.2,Medium,Rain,Yes,No,Pune Festival,High,44.2,44.2
20-01-2025,Monday,No,No,Shivaji Nagar,18.53,73.84,08:00,295,44,44.2,Medium,Clear,Yes,Yes,Cricket Match,High,44.2,44.2
20-01-2025,Monday,No,No,Shivaji Nagar,18.53,73.84,16:00,134,49,44.2,Medium,Rain,Yes,Yes,Cricket Match,High,44.2,44.2
20-01-2025,Monday,No,No,Shivaji Nagar,18.53,73.84,03:00,217,45,44,Medium,Rain,No,No,Pune Festival,High,44,44
20-01-2025,Monday,No,No,Bibwewadi,18.47,73.876,00:00,278,46,43.8,Medium,Rain,Yes,Yes,None,None,43.8,43.8
20-01-2025,Monday,No,No,Katraj,18.455,73.867,10:00,251,46,43.8,Medium,Rain,Yes,No,Local Fair,Low,43.8,43.8
20-01-2025,Monday,No,No,Kothrud,18.5074,73.8077,00:00,185,47,43.6,Medium,Clear,No,No,None,None,43.6,43.6
20-01-2025,Monday,No,No,Wakad,18.568,73.912,02:00,326,44,43.2,Medium,Fog,No,No,Cricket Match,High,43.2,43.2
20-01-2025,Monday,No,No,Kothrud,18.5074,73.8077,18:00,94,45,43,Medium,Cloudy,No,No,College Fest,Medium,43,43
20-01-2025,Monday,No,No,Chinchwad,18.6298,73.7997,08:00,112,47,42.6,Medium,Cloudy,Yes,Yes,Pune Festival,High,42.6,42.6
20-01-2025,Monday,No,No,Warje,18.485,73.805,23:00,103,52,42.6,Medium,Fog,Yes,Yes,None,None,42.6,42.6
20-01-2025,Monday,No,No,Yerwada,18.55,73.89,00:00,179,47,42.6,Medium,Fog,Yes,Yes,Local Fair,Low,42.6,42.6
20-01-2025,Monday,No,No,Chinchwad,18.6298,73.7997,07:00,128,49,42.2,Medium,Fog,No,No,None,None,42.2,42.2
20-01-2025,Monday,No,No,Bavdhan,18.515,73.78,13:00,193,50,42,Medium,Clear,No,Yes,Pune Festival,High,42,42
20-01-2025,Monday,No,No,Bibwewadi,18.47,73.876,12:00,276,45,42,Medium,Clear,No,No,College Fest,Medium,42,42
20-01-2025,Monday,No,No,Hadapsar,18.5089,73.926,03:00,224,45,42,Medium,Fog,Yes,Yes,Cricket Match,High,42,42
20-01-2025,Monday,No,No,Aundh,18.5603,73.8074,02:00,266,46,41.8,Medium,Fog,No,No,Local Fair,Low,41.8,41.8
20-01-2025,Monday,No,No,Kothrud,18.5074,73.8077,05:00,121,51,41.8,Medium,Clear,Yes,No,Local Fair,Low,41.8,41.8
20-01-2025,Monday,No,No,Swargate,18.5018,73.8636,08:00,294,52,41.6,Medium,Cloudy,No,Yes,Cricket Match,High,41.6,41.6
20-01-2025,Monday,No,No,Viman Nagar,18.5679,73.9143,18:00,103,47,41.6,Medium,Clear,Yes,No,College Fest,Medium,41.6,41.6
20-01-2025,Monday,No,No,Pashan,18.54,73.79,00:00,284,48,41.4,Medium,Cloudy,Yes,No,Local Fair,Low,41.4,41.4
20-01-2025,Monday,No,No,Pimpri,18.628,73.7997,17:00,224,53,41.4,Medium,Cloudy,No,Yes,College Fest,Medium,41.4,41.4
20-01-2025,Monday,No,No,Swargate,18.5018,73.8636,14:00,121,53,41.4,Medium,Cloudy,No,No,Local Fair,Low,41.4,41.4
20-01-2025,Monday,No,No,Wakad,18.568,73.912,00:00,105,53,41.4,Medium,Rain,Yes,No,Cricket Match,High,41.4,41.4
20-01-2025,Monday,No,No,Bavdhan,18.515,73.78,02:00,299,45,41,Medium,Clear,No,Yes,Pune Festival,High,41,41
20-01-2025,Monday,No,No,Hinjewadi,18.5933,73.7388,07:00,345,50,41,Medium,Cloudy,No,No,Pune Festival,High,41,41
20-01-2025,Monday,No,No,Shivaji Nagar,18.53,73.84,05:00,108,50,41,Medium,Cloudy,No,No,Cricket Match,High,41,41
20-01-2025,Monday,No,No,Hinjewadi,18.5933,73.7388,03:00,122,51,40.8,Medium,Cloudy,Yes,No,College Fest,Medium,40.8,40.8
20-01-2025,Monday,No,No,Karve Nagar,18.494,73.82,22:00,168,51,40.8,Medium,Clear,Yes,Yes,None,None,40.8,40.8
20-01-2025,Monday,No,No,Katraj,18.455,73.867,16:00,334,51,40.8,Medium,Fog,Yes,Yes,None,None,40.8,40.8
20-01-2025,Monday,No,No,Baner,18.559,73.7868,02:00,334,47,40.6,Medium,Clear,No,No,Pune Festival,High,40.6,40.6
20-01-2025,Monday,No,No,Shivaji Nagar,18.53,73.84,02:00,168,47,40.6,Medium,Fog,No,Yes,Cricket Match,High,40.6,40.6
20-01-2025,Monday,No,No,Katraj,18.455,73.867,18:00,190,54,40.2,Medium,Rain,No,No,None,None,40.2,40.2
20-01-2025,Monday,No,No,Nigdi,18.65,73.77,19:00,186,54,40.2,Medium,Rain,Yes,Yes,Cricket Match,High,40.2,40.2
20-01-2025,Monday,No,No,Shivaji Nagar,18.53,73.84,06:00,316,49,40.2,Medium,Rain,Yes,No,Local Fair,Low,40.2,40.2
20-01-2025,Monday,No,No,Pashan,18.54,73.79,01:00,110,46,39.8,Low,Rain,Yes,No,Local Fair,Low,39.8,39.8
20-01-2025,Monday,No,No,Shivaji Nagar,18.53,73.84,10:00,318,46,39.8,Low,Rain,No,Yes,College Fest,Medium,39.8,39.8
20-01-2025,Monday,No,No,Baner,18.559,73.7868,12:00,192,47,39.6,Low,Cloudy,No,Yes,College Fest,Medium,39.6,39.6
20-01-2025,Monday,No,No,Bibwewadi,18.47,73.876,22:00,297,47,39.6,Low,Cloudy,No,No,College Fest,Medium,39.6,39.6
20-01-2025,Monday,No,No,Pimpri,18.628,73.7997,03:00,157,47,39.6,Low,Clear,Yes,No,Pune Festival,High,39.6,39.6
20-01-2025,Monday,No,No,Pashan,18.54,73.79,03:00,173,54,39.2,Low,Rain,No,Yes,Pune Festival,High,39.2,39.2
20-01-2025,Monday,No,No,Yerwada,18.55,73.89,18:00,345,49,39.2,Low,Clear,No,No,Cricket Match,High,39.2,39.2
20-01-2025,Monday,No,No,Shivaji Nagar,18.53,73.84,19:00,216,51,38.8,Low,Fog,No,No,Pune Festival,High,38.8,38.8
20-01-2025,Monday,No,No,Bavdhan,18.515,73.78,01:00,278,47,38.6,Low,Cloudy,No,Yes,None,None,38.6,38.6
20-01-2025,Monday,No,No,Baner,18.559,73.7868,07:00,222,48,38.4,Low,Clear,Yes,No,Cricket Match,High,38.4,38.4
20-01-2025,Monday,No,No,Baner,18.559,73.7868,14:00,343,48,38.4,Low,Clear,Yes,No,College Fest,Medium,38.4,38.4
20-01-2025,Monday,No,No,Viman Nagar,18.5679,73.9143,20:00,191,48,38.4,Low,Fog,No,Yes,College Fest,Medium,38.4,38.4
20-01-2025,Monday,No,No,Yerwada,18.55,73.89,22:00,149,53,38.4,Low,Rain,No,No,None,None,38.4,38.4
20-01-2025,Monday,No,No,Viman Nagar,18.5679,73.9143,07:00,304,54,38.2,Low,Rain,Yes,Yes,College Fest,Medium,38.2,38.2
20-01-2025,Monday,No,No,Hadapsar,18.5089,73.926,10:00,308,55,38,Low,Clear,No,Yes,Cricket Match,High,38,38
20-01-2025,Monday,No,No,Nigdi,18.65,73.77,01:00,301,55,38,Low,Rain,No,Yes,Local Fair,Low,38,38
20-01-2025,Monday,No,No,Warje,18.485,73.805,09:00,292,50,38,Low,Fog,No,No,Cricket Match,High,38,38
20-01-2025,Monday,No,No,Katraj,18.455,73.867,01:00,97,51,37.8,Low,Fog,Yes,Yes,Local Fair,Low,37.8,37.8
20-01-2025,Monday,No,No,Swargate,18.5018,73.8636,18:00,87,51,37.8,Low,Rain,Yes,No,College Fest,Medium,37.8,37.8
20-01-2025,Monday,No,No,Chinchwad,18.6298,73.7997,02:00,275,52,37.6,Low,Cloudy,Yes,No,None,None,37.6,37.6
20-01-2025,Monday,No,No,Katraj,18.455,73.867,13:00,254,53,37.4,Low,Cloudy,No,No,Cricket Match,High,37.4,37.4
20-01-2025,Monday,No,No,Kharadi,18.5511,73.9352,17:00,119,48,37.4,Low,Fog,No,No,College Fest,Medium,37.4,37.4
20-01-2025,Monday,No,No,Warje,18.485,73.805,15:00,129,53,37.4,Low,Clear,Yes,No,None,None,37.4,37.4
20-01-2025,Monday,No,No,Swargate,18.5018,73.8636,22:00,133,54,37.2,Low,Cloudy,No,No,Pune Festival,High,37.2,37.2
20-01-2025,Monday,No,No,Aundh,18.5603,73.8074,07:00,308,51,36.8,Low,Cloudy,No,No,Pune Festival,High,36.8,36.8
